Flight,Plane,Time,Age,Fitness,TechSavvy,Experience,Impatience,TimePressure,Luggage,KioskAffinity,Speed
PC628,A21N,2025-11-24T02:01:00+00:00,33,0.87,0.79,4,0.48,0.66,0.04,0.50,1.99
PC628,A21N,2025-11-24T02:01:00+00:00,41,0.76,0.69,3,0.20,0.89,0.67,0.34,1.61
PC628,A21N,2025-11-24T02:01:00+00:00,67,0.38,0.51,6,0.06,0.19,0.12,0.00,1.40
PC628,A21N,2025-11-24T02:01:00+00:00,29,0.85,0.76,0,0.02,0.87,0.10,0.39,2.02
PC628,A21N,2025-11-24T02:01:00+00:00,31,0.72,1.00,1,0.09,0.97,0.11,0.55,1.95
PC628,A21N,2025-11-24T02:01:00+00:00,35,0.84,0.88,4,0.42,0.68,0.32,0.53,1.81
PC628,A21N,2025-11-24T02:01:00+00:00,49,0.57,0.68,5,0.36,0.65,0.60,0.36,1.45
PC628,A21N,2025-11-24T02:01:00+00:00,66,0.24,0.37,5,0.01,0.70,0.68,0.00,1.20
PC628,A21N,2025-11-24T02:01:00+00:00,47,0.62,0.69,6,0.43,0.64,0.34,0.43,1.62
PC628,A21N,2025-11-24T02:01:00+00:00,32,0.68,0.87,4,0.40,0.82,0.89,0.47,1.41
PC628,A21N,2025-11-24T02:01:00+00:00,61,0.17,0.64,7,0.24,0.07,0.10,0.26,1.22
PC628,A21N,2025-11-24T02:01:00+00:00,68,0.05,0.45,9,0.33,0.66,0.93,0.17,0.97
PC628,A21N,2025-11-24T02:01:00+00:00,79,0.06,0.46,9,0.33,0.61,0.95,0.00,0.96
PC628,A21N,2025-11-24T02:01:00+00:00,25,0.78,1.00,2,0.16,0.79,0.12,0.59,1.92
PC628,A21N,2025-11-24T02:01:00+00:00,30,0.89,0.79,2,0.14,0.17,0.57,0.41,1.50
PC628,A21N,2025-11-24T02:01:00+00:00,35,0.53,1.00,3,0.23,0.93,0.33,0.57,1.65
PC628,A21N,2025-11-24T02:01:00+00:00,19,1.00,1.00,0,0.20,0.67,0.21,0.54,1.99
PC628,A21N,2025-11-24T02:01:00+00:00,46,0.36,0.78,5,0.17,0.72,0.15,0.48,1.54
PC628,A21N,2025-11-24T02:01:00+00:00,28,0.81,0.78,1,0.10,0.68,0.27,0.41,1.81
PC628,A21N,2025-11-24T02:01:00+00:00,66,0.39,0.60,6,0.32,0.52,0.39,0.05,1.39
PC628,A21N,2025-11-24T02:01:00+00:00,78,0.07,0.33,7,0.07,0.48,0.50,0.00,1.11
MS9296,B738,2025-11-24T02:40:00+00:00,64,0.22,0.63,7,0.38,0.93,0.45,0.14,1.36
MS9296,B738,2025-11-24T02:40:00+00:00,53,0.43,0.76,5,0.20,0.44,0.73,0.36,1.23
MS9296,B738,2025-11-24T02:40:00+00:00,68,0.13,0.38,6,0.22,0.00,0.34,0.00,1.08
MS9296,B738,2025-11-24T02:40:00+00:00,79,0.01,0.24,7,0.11,0.14,0.74,0.00,0.91
MS9296,B738,2025-11-24T02:40:00+00:00,63,0.26,0.39,7,0.42,0.19,0.19,0.05,1.28
MS9296,B738,2025-11-24T02:40:00+00:00,78,0.19,0.44,7,0.15,0.14,0.94,0.00,0.93
MS9296,B738,2025-11-24T02:40:00+00:00,52,0.43,0.80,7,0.41,0.17,0.40,0.48,1.30
MS9296,B738,2025-11-24T02:40:00+00:00,74,0.20,0.34,7,0.08,0.17,0.21,0.00,1.23
MS9296,B738,2025-11-24T02:40:00+00:00,18,1.00,1.00,1,0.32,0.41,0.94,0.49,1.44
MS9296,B738,2025-11-24T02:40:00+00:00,20,1.00,1.00,0,0.22,0.66,0.55,0.50,1.77
MS9296,B738,2025-11-24T02:40:00+00:00,22,0.88,1.00,1,0.26,0.83,0.10,0.57,2.03
MS9296,B738,2025-11-24T02:40:00+00:00,60,0.39,0.57,7,0.38,0.55,0.64,0.19,1.28
MS9296,B738,2025-11-24T02:40:00+00:00,40,0.76,0.84,5,0.34,0.55,0.67,0.48,1.50
MS9296,B738,2025-11-24T02:40:00+00:00,41,0.68,0.85,4,0.32,0.42,0.63,0.47,1.43
MS9296,B738,2025-11-24T02:40:00+00:00,21,1.00,1.00,2,0.43,0.09,0.33,0.57,1.68
MS9296,B738,2025-11-24T02:40:00+00:00,62,0.28,0.52,8,0.24,0.11,0.29,0.42,1.23
MS9296,B738,2025-11-24T02:40:00+00:00,46,0.55,0.84,4,0.36,0.86,0.38,0.48,1.62
MS9296,B738,2025-11-24T02:40:00+00:00,44,0.75,0.92,5,0.33,0.88,0.32,0.56,1.81
MS9296,B738,2025-11-24T02:40:00+00:00,40,0.56,0.75,5,0.47,0.72,0.24,0.47,1.66
MS9296,B738,2025-11-24T02:40:00+00:00,37,0.57,0.99,5,0.36,0.43,0.46,0.60,1.45
MS9296,B738,2025-11-24T02:40:00+00:00,53,0.37,0.71,6,0.33,0.74,0.75,0.35,1.27
MS9296,B738,2025-11-24T02:40:00+00:00,27,0.95,0.83,1,0.33,0.96,0.06,0.46,2.17
MS9296,B738,2025-11-24T02:40:00+00:00,26,0.95,1.00,3,0.41,0.45,0.68,0.55,1.58
MS9296,B738,2025-11-24T02:40:00+00:00,56,0.32,0.70,7,0.30,0.45,0.50,0.35,1.27
MS9296,B738,2025-11-24T02:40:00+00:00,61,0.43,0.60,4,0.05,0.41,0.45,0.12,1.35
MS9296,B738,2025-11-24T02:40:00+00:00,64,0.29,0.72,9,0.33,0.23,0.08,0.53,1.36
MS9296,B738,2025-11-24T02:40:00+00:00,28,0.97,1.00,0,0.17,0.91,0.28,0.52,2.02
MS9296,B738,2025-11-24T02:40:00+00:00,79,0.21,0.27,9,0.27,0.25,0.77,0.00,1.03
MS9296,B738,2025-11-24T02:40:00+00:00,76,0.00,0.30,10,0.44,0.48,0.64,0.00,1.01
MS9296,B738,2025-11-24T02:40:00+00:00,33,0.78,0.76,2,0.15,0.34,0.14,0.43,1.73
MS9296,B738,2025-11-24T02:40:00+00:00,33,0.85,0.68,0,0.10,0.01,0.36,0.31,1.53
MS9296,B738,2025-11-24T02:40:00+00:00,62,0.16,0.40,6,0.13,0.57,0.37,0.04,1.25
MS9296,B738,2025-11-24T02:40:00+00:00,65,0.28,0.45,5,0.08,0.92,0.61,0.00,1.32
MS9296,B738,2025-11-24T02:40:00+00:00,76,0.00,0.38,6,0.27,0.84,0.46,0.00,1.17
MS9296,B738,2025-11-24T02:40:00+00:00,38,0.74,0.80,0,0.08,0.73,0.81,0.32,1.46
MS9296,B738,2025-11-24T02:40:00+00:00,48,0.45,0.75,6,0.30,0.40,0.89,0.41,1.16
MS9296,B738,2025-11-24T02:40:00+00:00,49,0.68,0.69,5,0.32,0.10,0.56,0.37,1.36
MS9296,B738,2025-11-24T02:40:00+00:00,26,1.00,0.78,0,0.04,0.23,0.55,0.36,1.61
MS9296,B738,2025-11-24T02:40:00+00:00,51,0.30,0.69,6,0.20,0.84,0.94,0.35,1.15
MS9296,B738,2025-11-24T02:40:00+00:00,48,0.57,0.52,3,0.25,0.36,0.39,0.24,1.46
MS9296,B738,2025-11-24T02:40:00+00:00,33,0.70,1.00,3,0.15,0.67,0.07,0.60,1.84
MS9296,B738,2025-11-24T02:40:00+00:00,63,0.37,0.42,6,0.38,0.95,0.11,0.05,1.65
MS9296,B738,2025-11-24T02:40:00+00:00,75,0.11,0.48,10,0.35,0.04,0.73,0.00,0.94
MS9296,B738,2025-11-24T02:40:00+00:00,62,0.32,0.47,8,0.48,0.18,0.94,0.32,1.01
MS9296,B738,2025-11-24T02:40:00+00:00,67,0.20,0.45,9,0.35,0.27,0.28,0.26,1.23
MS9296,B738,2025-11-24T02:40:00+00:00,79,0.00,0.35,7,0.12,0.92,0.27,0.00,1.27
MS9296,B738,2025-11-24T02:40:00+00:00,41,0.67,0.91,5,0.42,0.21,0.34,0.56,1.50
MS9296,B738,2025-11-24T02:40:00+00:00,57,0.17,0.57,5,0.11,0.24,0.76,0.18,1.02
MS9296,B738,2025-11-24T02:40:00+00:00,24,0.72,0.89,1,0.26,0.24,0.13,0.50,1.65
MS9296,B738,2025-11-24T02:40:00+00:00,36,0.82,0.92,1,0.24,0.33,0.03,0.50,1.82
MS9296,B738,2025-11-24T02:40:00+00:00,28,0.70,0.81,2,0.41,0.27,0.47,0.43,1.48
MS9296,B738,2025-11-24T02:40:00+00:00,58,0.27,0.64,7,0.41,0.26,0.62,0.27,1.13
MS9296,B738,2025-11-24T02:40:00+00:00,39,0.53,0.99,5,0.46,0.88,0.41,0.60,1.59
MS9296,B738,2025-11-24T02:40:00+00:00,28,0.96,1.00,3,0.21,0.42,0.74,0.55,1.54
MS9296,B738,2025-11-24T02:40:00+00:00,32,0.69,1.00,3,0.20,0.61,0.34,0.58,1.66
MS9296,B738,2025-11-24T02:40:00+00:00,47,0.53,0.74,5,0.23,0.60,0.50,0.42,1.46
MS9296,B738,2025-11-24T02:40:00+00:00,46,0.36,0.87,6,0.40,0.72,0.02,0.58,1.62
MS9296,B738,2025-11-24T02:40:00+00:00,75,0.11,0.51,9,0.33,0.81,0.40,0.00,1.27
MS9296,B738,2025-11-24T02:40:00+00:00,76,0.00,0.27,10,0.30,0.42,0.87,0.00,0.92
MS9296,B738,2025-11-24T02:40:00+00:00,44,0.73,0.73,2,0.20,0.81,0.83,0.32,1.47
MS9296,B738,2025-11-24T02:40:00+00:00,74,0.28,0.38,7,0.08,0.06,0.39,0.00,1.18
MS9296,B738,2025-11-24T02:40:00+00:00,71,0.32,0.34,7,0.13,0.64,0.13,0.00,1.50
MS9296,B738,2025-11-24T02:40:00+00:00,50,0.38,0.74,3,0.21,0.14,0.63,0.34,1.16
MS9296,B738,2025-11-24T02:40:00+00:00,49,0.65,0.66,6,0.25,0.75,0.69,0.37,1.48
MS9296,B738,2025-11-24T02:40:00+00:00,28,0.79,0.83,2,0.26,0.82,0.68,0.42,1.61
MS9296,B738,2025-11-24T02:40:00+00:00,65,0.05,0.52,7,0.30,1.00,0.23,0.07,1.34
MS9296,B738,2025-11-24T02:40:00+00:00,50,0.48,0.64,5,0.38,0.02,0.93,0.30,1.06
MS9296,B738,2025-11-24T02:40:00+00:00,29,0.66,0.99,1,0.26,0.03,0.62,0.50,1.30
MS9296,B738,2025-11-24T02:40:00+00:00,46,0.59,0.71,2,0.00,0.53,0.51,0.33,1.47
MS9296,B738,2025-11-24T02:40:00+00:00,79,0.00,0.27,10,0.35,0.19,0.94,0.00,0.84
MS9296,B738,2025-11-24T02:40:00+00:00,73,0.00,0.52,8,0.17,0.63,0.82,0.02,0.98
MS9296,B738,2025-11-24T02:40:00+00:00,44,0.60,0.75,5,0.29,0.03,0.64,0.42,1.25
MS9296,B738,2025-11-24T02:40:00+00:00,37,0.58,0.92,3,0.38,0.21,0.59,0.49,1.32
MS9296,B738,2025-11-24T02:40:00+00:00,76,0.19,0.53,9,0.18,0.25,0.22,0.00,1.24
MS9296,B738,2025-11-24T02:40:00+00:00,42,0.44,0.88,3,0.14,0.22,0.21,0.50,1.41
MS9296,B738,2025-11-24T02:40:00+00:00,52,0.64,0.61,7,0.29,0.34,0.62,0.34,1.38
MS9296,B738,2025-11-24T02:40:00+00:00,34,0.63,1.00,3,0.23,0.67,0.15,0.59,1.74
MS9296,B738,2025-11-24T02:40:00+00:00,20,1.00,1.00,2,0.38,0.06,0.97,0.51,1.31
MS9296,B738,2025-11-24T02:40:00+00:00,76,0.03,0.50,8,0.14,0.28,0.89,0.00,0.90
MS9296,B738,2025-11-24T02:40:00+00:00,40,0.57,0.73,2,0.27,0.88,0.73,0.33,1.44
MS9296,B738,2025-11-24T02:40:00+00:00,51,0.53,0.69,5,0.35,0.69,0.43,0.37,1.53
MS9296,B738,2025-11-24T02:40:00+00:00,61,0.49,0.70,7,0.24,0.23,0.23,0.28,1.44
MS9296,B738,2025-11-24T02:40:00+00:00,68,0.26,0.25,5,0.04,0.31,0.11,0.00,1.36
MS9296,B738,2025-11-24T02:40:00+00:00,80,0.11,0.16,8,0.24,0.07,0.93,0.00,0.88
MS9296,B738,2025-11-24T02:40:00+00:00,28,0.87,1.00,0,0.07,0.20,0.92,0.45,1.32
MS9296,B738,2025-11-24T02:40:00+00:00,27,1.00,0.84,1,0.34,0.76,0.84,0.39,1.62
MS9296,B738,2025-11-24T02:40:00+00:00,79,0.00,0.37,10,0.33,0.29,0.43,0.00,1.05
MS9296,B738,2025-11-24T02:40:00+00:00,27,0.84,0.95,0,0.22,0.28,0.12,0.51,1.76
MS9296,B738,2025-11-24T02:40:00+00:00,29,0.79,0.91,4,0.31,0.82,0.84,0.51,1.51
MS9296,B738,2025-11-24T02:40:00+00:00,36,0.82,0.76,4,0.30,0.79,0.98,0.39,1.43
MS9296,B738,2025-11-24T02:40:00+00:00,72,0.28,0.39,8,0.33,0.81,0.27,0.04,1.45
MS9296,B738,2025-11-24T02:40:00+00:00,51,0.57,0.48,3,0.08,0.48,0.15,0.22,1.63
MS9296,B738,2025-11-24T02:40:00+00:00,61,0.51,0.64,7,0.37,0.67,0.15,0.25,1.64
MS9296,B738,2025-11-24T02:40:00+00:00,25,0.94,1.00,0,0.10,0.45,0.03,0.55,1.96
MS9296,B738,2025-11-24T02:40:00+00:00,57,0.49,0.60,4,0.16,0.54,0.53,0.20,1.39
MS9296,B738,2025-11-24T02:40:00+00:00,48,0.68,0.74,3,0.19,0.91,0.00,0.42,1.96
MS9296,B738,2025-11-24T02:40:00+00:00,29,0.90,0.82,3,0.36,0.16,0.91,0.42,1.32
MS9296,B738,2025-11-24T02:40:00+00:00,75,0.00,0.29,10,0.21,0.42,0.14,0.00,1.18
MS9296,B738,2025-11-24T02:40:00+00:00,24,0.79,1.00,3,0.26,0.84,0.70,0.56,1.60
MS9296,B738,2025-11-24T02:40:00+00:00,77,0.19,0.31,10,0.40,0.38,0.43,0.00,1.20
MS9296,B738,2025-11-24T02:40:00+00:00,71,0.11,0.28,7,0.14,0.54,0.88,0.00,1.00
MS9296,B738,2025-11-24T02:40:00+00:00,75,0.08,0.29,9,0.25,0.65,0.17,0.00,1.30
MS9296,B738,2025-11-24T02:40:00+00:00,41,0.53,0.72,5,0.20,0.77,0.59,0.42,1.46
MS9296,B738,2025-11-24T02:40:00+00:00,71,0.24,0.43,9,0.35,0.75,0.90,0.06,1.11
MS9296,B738,2025-11-24T02:40:00+00:00,39,0.53,0.77,3,0.39,0.05,0.59,0.40,1.24
MS9296,B738,2025-11-24T02:40:00+00:00,28,0.79,0.97,0,0.06,0.83,0.71,0.45,1.59
MS9296,B738,2025-11-24T02:40:00+00:00,29,0.85,0.99,1,0.15,0.28,0.95,0.46,1.31
MS9296,B738,2025-11-24T02:40:00+00:00,42,0.77,0.65,4,0.18,0.68,0.79,0.33,1.48
MS9296,B738,2025-11-24T02:40:00+00:00,62,0.46,0.54,5,0.21,0.86,0.57,0.08,1.45
MS9296,B738,2025-11-24T02:40:00+00:00,66,0.16,0.60,9,0.49,0.06,0.52,0.36,1.05
MS9296,B738,2025-11-24T02:40:00+00:00,71,0.00,0.58,10,0.49,0.27,0.51,0.21,1.01
MS9296,B738,2025-11-24T02:40:00+00:00,48,0.40,0.80,5,0.35,0.44,0.39,0.46,1.37
MS9296,B738,2025-11-24T02:40:00+00:00,27,1.00,0.95,0,0.16,0.90,0.30,0.49,2.03
MS9296,B738,2025-11-24T02:40:00+00:00,78,0.00,0.29,9,0.14,0.80,0.09,0.00,1.30
MS9296,B738,2025-11-24T02:40:00+00:00,70,0.00,0.41,9,0.36,0.49,0.78,0.09,0.96
MS9296,B738,2025-11-24T02:40:00+00:00,44,0.43,0.73,3,0.13,0.86,0.07,0.42,1.69
MS9296,B738,2025-11-24T02:40:00+00:00,70,0.01,0.51,7,0.33,0.01,0.58,0.00,0.93
MS9296,B738,2025-11-24T02:40:00+00:00,58,0.53,0.57,5,0.28,0.35,0.30,0.21,1.47
MS9296,B738,2025-11-24T02:40:00+00:00,41,0.58,0.80,1,0.09,0.01,0.70,0.36,1.21
MS9296,B738,2025-11-24T02:40:00+00:00,21,1.00,1.00,2,0.40,0.31,0.16,0.59,1.87
MS9296,B738,2025-11-24T02:40:00+00:00,79,0.00,0.19,7,0.25,0.25,0.02,0.00,1.18
MS9296,B738,2025-11-24T02:40:00+00:00,70,0.34,0.49,9,0.46,0.76,0.85,0.13,1.20
MS9296,B738,2025-11-24T02:40:00+00:00,38,0.73,0.88,1,0.25,0.14,0.00,0.48,1.69
MS9296,B738,2025-11-24T02:40:00+00:00,32,0.68,1.00,3,0.24,0.64,0.37,0.57,1.65
MS9296,B738,2025-11-24T02:40:00+00:00,54,0.23,0.57,6,0.35,0.52,0.02,0.33,1.44
MS9296,B738,2025-11-24T02:40:00+00:00,23,0.75,1.00,1,0.37,0.54,0.32,0.55,1.69
MS9296,B738,2025-11-24T02:40:00+00:00,38,0.71,0.79,0,0.05,0.29,0.46,0.35,1.50
MS9296,B738,2025-11-24T02:40:00+00:00,62,0.10,0.54,7,0.23,0.24,0.48,0.14,1.08
MS9296,B738,2025-11-24T02:40:00+00:00,43,0.57,0.85,3,0.17,0.15,0.22,0.48,1.48
MS9296,B738,2025-11-24T02:40:00+00:00,51,0.53,0.74,4,0.23,0.86,0.70,0.35,1.43
MS9296,B738,2025-11-24T02:40:00+00:00,28,0.94,0.84,2,0.19,0.12,0.20,0.48,1.72
MS9296,B738,2025-11-24T02:40:00+00:00,80,0.00,0.31,10,0.18,0.19,0.05,0.00,1.16
MS9296,B738,2025-11-24T02:40:00+00:00,80,0.00,0.31,10,0.40,0.60,0.94,0.00,0.93
MS9296,B738,2025-11-24T02:40:00+00:00,32,0.68,1.00,4,0.42,0.73,0.98,0.54,1.33
MS9296,B738,2025-11-24T02:40:00+00:00,33,0.57,1.00,4,0.25,0.56,0.81,0.55,1.31
MS9296,B738,2025-11-24T02:40:00+00:00,67,0.05,0.53,7,0.38,0.92,0.09,0.04,1.38
MS9296,B738,2025-11-24T02:40:00+00:00,73,0.06,0.22,6,0.03,0.11,0.22,0.00,1.12
MS9296,B738,2025-11-24T02:40:00+00:00,72,0.02,0.61,10,0.35,0.08,0.33,0.21,1.05
MS9296,B738,2025-11-24T02:40:00+00:00,49,0.55,0.67,5,0.24,0.75,0.77,0.34,1.38
MS9296,B738,2025-11-24T02:40:00+00:00,64,0.28,0.39,6,0.14,0.44,0.07,0.02,1.43
MS9296,B738,2025-11-24T02:40:00+00:00,39,0.54,0.73,2,0.23,0.57,0.59,0.35,1.41
MS9296,B738,2025-11-24T02:40:00+00:00,45,0.72,0.69,6,0.36,0.11,0.14,0.46,1.60
MS9296,B738,2025-11-24T02:40:00+00:00,67,0.18,0.44,9,0.23,0.10,0.37,0.25,1.14
MS9296,B738,2025-11-24T02:40:00+00:00,26,0.73,0.91,0,0.09,0.47,0.60,0.44,1.49
MS9296,B738,2025-11-24T02:40:00+00:00,57,0.36,0.46,5,0.24,0.48,0.17,0.18,1.46
MS9296,B738,2025-11-24T02:40:00+00:00,77,0.14,0.19,7,0.32,0.48,0.17,0.00,1.30
MS9296,B738,2025-11-24T02:40:00+00:00,24,0.81,0.92,1,0.18,0.90,0.44,0.49,1.79
MS9296,B738,2025-11-24T02:40:00+00:00,62,0.15,0.57,8,0.37,0.21,0.34,0.44,1.16
MS9296,B738,2025-11-24T02:40:00+00:00,63,0.44,0.40,7,0.27,0.90,0.02,0.07,1.74
MS9296,B738,2025-11-24T02:40:00+00:00,50,0.42,0.58,3,0.24,0.52,0.54,0.25,1.34
MS9296,B738,2025-11-24T02:40:00+00:00,41,0.82,0.80,4,0.43,0.75,0.66,0.43,1.61
MS9296,B738,2025-11-24T02:40:00+00:00,23,0.88,0.99,0,0.13,0.14,0.52,0.50,1.52
MS9296,B738,2025-11-24T02:40:00+00:00,55,0.52,0.59,8,0.47,0.46,0.25,0.61,1.54
MS9296,B738,2025-11-24T02:40:00+00:00,36,0.72,0.90,2,0.13,0.92,0.16,0.50,1.90
MS9296,B738,2025-11-24T02:40:00+00:00,18,1.00,1.00,0,0.38,0.77,0.43,0.52,1.89
MS9296,B738,2025-11-24T02:40:00+00:00,73,0.01,0.56,9,0.43,0.37,0.88,0.06,0.90
MS9296,B738,2025-11-24T02:40:00+00:00,46,0.36,0.95,7,0.41,0.19,0.66,0.59,1.15
MS9296,B738,2025-11-24T02:40:00+00:00,41,0.59,0.59,2,0.31,0.43,0.82,0.24,1.28
MS9296,B738,2025-11-24T02:40:00+00:00,57,0.23,0.56,4,0.19,0.08,0.39,0.19,1.15
MS9296,B738,2025-11-24T02:40:00+00:00,74,0.23,0.55,10,0.40,0.62,0.75,0.06,1.15
MS9296,B738,2025-11-24T02:40:00+00:00,22,1.00,0.93,1,0.36,0.53,0.63,0.48,1.67
MS9296,B738,2025-11-24T02:40:00+00:00,70,0.12,0.35,8,0.27,0.03,0.94,0.02,0.87
MS9296,B738,2025-11-24T02:40:00+00:00,68,0.11,0.30,5,0.18,0.31,0.73,0.00,1.00
MS9296,B738,2025-11-24T02:40:00+00:00,61,0.49,0.74,8,0.48,0.07,0.83,0.52,1.12
MS9296,B738,2025-11-24T02:40:00+00:00,27,0.68,0.86,1,0.33,0.39,0.97,0.39,1.24
MS9296,B738,2025-11-24T02:40:00+00:00,61,0.37,0.63,5,0.13,0.76,0.76,0.14,1.27
MS9296,B738,2025-11-24T02:40:00+00:00,60,0.31,0.63,8,0.33,0.96,0.77,0.48,1.28
MS9296,B738,2025-11-24T02:40:00+00:00,79,0.02,0.45,10,0.32,0.08,0.83,0.00,0.86
MS9296,B738,2025-11-24T02:40:00+00:00,33,0.96,0.99,1,0.22,0.40,0.35,0.52,1.76
MS9296,B738,2025-11-24T02:40:00+00:00,45,0.72,0.75,5,0.28,0.90,0.11,0.47,1.93
MS9296,B738,2025-11-24T02:40:00+00:00,21,0.85,1.00,2,0.41,0.43,0.38,0.57,1.68
MS9296,B738,2025-11-24T02:40:00+00:00,61,0.24,0.76,9,0.43,0.73,0.87,0.55,1.13
MS9296,B738,2025-11-24T02:40:00+00:00,31,0.79,0.98,0,0.28,0.76,0.90,0.43,1.45
MS9296,B738,2025-11-24T02:40:00+00:00,64,0.17,0.53,8,0.27,0.49,0.93,0.31,1.00
MS9296,B738,2025-11-24T02:40:00+00:00,20,0.80,1.00,1,0.24,0.53,0.84,0.50,1.43
MS9296,B738,2025-11-24T02:40:00+00:00,66,0.32,0.38,8,0.44,0.31,0.25,0.23,1.34
MS9296,B738,2025-11-24T02:40:00+00:00,56,0.31,0.67,5,0.29,0.87,0.79,0.26,1.24
MS9296,B738,2025-11-24T02:40:00+00:00,28,0.77,0.77,1,0.07,0.19,0.35,0.40,1.56
MS9296,B738,2025-11-24T02:40:00+00:00,78,0.00,0.50,10,0.19,0.95,0.71,0.00,1.09
MS9296,B738,2025-11-24T02:40:00+00:00,29,1.00,1.00,4,0.36,0.77,0.58,0.58,1.79
MS9296,B738,2025-11-24T02:40:00+00:00,70,0.31,0.37,6,0.15,0.83,0.63,0.00,1.31
MS9296,B738,2025-11-24T02:40:00+00:00,46,0.46,0.61,3,0.33,0.46,0.74,0.27,1.25
MS9296,B738,2025-11-24T02:40:00+00:00,18,1.00,0.97,0,0.28,0.88,0.41,0.50,1.95
MS9296,B738,2025-11-24T02:40:00+00:00,38,0.69,0.83,1,0.14,0.69,0.47,0.40,1.62
MS9296,B738,2025-11-24T02:40:00+00:00,79,0.03,0.43,10,0.43,0.84,0.43,0.00,1.21
MS9296,B738,2025-11-24T02:40:00+00:00,41,0.82,0.81,3,0.19,0.16,0.22,0.46,1.64
MS9296,B738,2025-11-24T02:40:00+00:00,67,0.31,0.55,8,0.24,0.72,0.39,0.29,1.39
TG7564,A320,2025-11-24T02:40:00+00:00,36,0.80,0.77,3,0.28,0.39,0.86,0.38,1.36
TG7564,A320,2025-11-24T02:40:00+00:00,30,0.79,0.93,0,0.03,0.56,0.25,0.47,1.77
TG7564,A320,2025-11-24T02:40:00+00:00,26,0.79,1.00,1,0.16,0.63,0.29,0.54,1.77
TG7564,A320,2025-11-24T02:40:00+00:00,78,0.21,0.50,10,0.36,0.44,0.07,0.00,1.38
TG7564,A320,2025-11-24T02:40:00+00:00,55,0.47,0.79,8,0.30,0.36,0.54,0.70,1.33
TG7564,A320,2025-11-24T02:40:00+00:00,61,0.13,0.65,5,0.19,0.87,0.56,0.17,1.23
TG7564,A320,2025-11-24T02:40:00+00:00,32,0.94,0.68,0,0.12,0.44,0.23,0.32,1.84
TG7564,A320,2025-11-24T02:40:00+00:00,39,0.55,0.68,1,0.28,0.42,0.43,0.31,1.44
TG7564,A320,2025-11-24T02:40:00+00:00,64,0.08,0.42,4,0.07,0.56,0.46,0.00,1.15
TG7564,A320,2025-11-24T02:40:00+00:00,77,0.00,0.51,10,0.26,0.97,0.67,0.00,1.11
TG7564,A320,2025-11-24T02:40:00+00:00,54,0.32,0.60,7,0.32,0.40,0.46,0.33,1.27
TG7564,A320,2025-11-24T02:40:00+00:00,51,0.66,0.61,2,0.01,0.64,0.33,0.26,1.65
TG7564,A320,2025-11-24T02:40:00+00:00,79,0.00,0.25,10,0.24,0.63,0.24,0.00,1.20
TG7564,A320,2025-11-24T02:40:00+00:00,53,0.53,0.80,6,0.41,0.70,0.93,0.39,1.26
TG7564,A320,2025-11-24T02:40:00+00:00,39,0.64,0.71,3,0.14,0.08,0.06,0.41,1.57
TG7564,A320,2025-11-24T02:40:00+00:00,49,0.50,0.75,4,0.11,0.46,0.95,0.35,1.17
TG7564,A320,2025-11-24T02:40:00+00:00,44,0.76,0.76,6,0.27,0.01,0.99,0.42,1.16
TG7564,A320,2025-11-24T02:40:00+00:00,52,0.58,0.55,6,0.32,0.61,0.34,0.31,1.58
TG7564,A320,2025-11-24T02:40:00+00:00,25,0.86,0.83,0,0.04,0.30,0.11,0.44,1.79
TG7564,A320,2025-11-24T02:40:00+00:00,43,0.61,0.79,5,0.38,0.29,0.83,0.43,1.25
TG7564,A320,2025-11-24T02:40:00+00:00,24,0.72,1.00,2,0.38,0.77,0.82,0.52,1.46
TG7564,A320,2025-11-24T02:40:00+00:00,24,1.00,0.96,1,0.27,0.74,0.12,0.54,2.07
TG7564,A320,2025-11-24T02:40:00+00:00,37,0.74,0.76,4,0.30,0.05,0.69,0.41,1.32
TG7564,A320,2025-11-24T02:40:00+00:00,57,0.40,0.66,4,0.29,0.27,0.77,0.21,1.15
TG7564,A320,2025-11-24T02:40:00+00:00,68,0.26,0.39,7,0.34,0.93,0.29,0.00,1.47
TG7564,A320,2025-11-24T02:40:00+00:00,39,0.66,0.77,4,0.29,0.43,0.19,0.47,1.65
TG7564,A320,2025-11-24T02:40:00+00:00,21,0.77,0.99,2,0.24,1.00,0.04,0.60,2.05
TG7564,A320,2025-11-24T02:40:00+00:00,35,0.77,0.83,3,0.41,0.78,0.78,0.43,1.52
TG7564,A320,2025-11-24T02:40:00+00:00,61,0.16,0.62,8,0.22,0.52,0.89,0.45,1.02
TG7564,A320,2025-11-24T02:40:00+00:00,71,0.07,0.36,10,0.25,0.79,0.58,0.07,1.16
TG7564,A320,2025-11-24T02:40:00+00:00,63,0.19,0.61,7,0.26,0.31,0.78,0.13,1.03
TG7564,A320,2025-11-24T02:40:00+00:00,77,0.13,0.36,9,0.26,0.28,0.08,0.00,1.27
TG7564,A320,2025-11-24T02:40:00+00:00,27,0.79,1.00,3,0.22,0.90,0.11,0.61,1.98
TG7564,A320,2025-11-24T02:40:00+00:00,54,0.37,0.58,5,0.25,0.11,0.63,0.25,1.15
TG7564,A320,2025-11-24T02:40:00+00:00,33,0.70,1.00,3,0.28,0.02,0.30,0.58,1.47
TG7564,A320,2025-11-24T02:40:00+00:00,34,0.91,0.99,4,0.27,0.25,0.87,0.54,1.38
